activite_branches|activite_branches_reduite|activite_insee_1949|activite_sgf_1936|adresse|affiliation|annee_creation|annee_disparition|annee_fusion|annuaire_1890|annuaire_1897|annuaire_1914|caran|cas_problematique|Cgpf_1930|cgpf_groupe|chgt_dpt|chgt_type|commerce_en_gros|commune|cote_dossier|cote_registre|date_creation|date_declaration|date_dissolution|departement|dissolution|duree_syndicat|effectif_creation|effectifs_evolution|effectifs_sources|fusion|id_coac|lieu_conservation_dossier|lieu_conservation_registre|nouvelles|numero|numero_syndicat|numro_synd_absorbant|observations|pk|present_01_01_1890|present_01_01_1900|present_01_01_1914|present_01_01_1920|present_01_01_1926|present_01_01_1930|present_01_01_1936|present_01_01_1937|present_théorique_01_01_1890|present_théorique_01_01_1900|present_théorique_01_01_1914|present_théorique_01_01_1920|present_théorique_01_01_1926|present_théorique_01_01_1930|present_théorique_01_01_1936|present_théorique_01_01_1937|section|theorique_sect_01_01_1884|theorique_sect_01_01_1890|theorique_sect_01_01_1900|theorique_sect_01_01_1914|theorique_sect_01_01_1920|theorique_sect_01_01_1926|theorique_sect_01_01_1930|theorique_sect_01_01_1936|theorique_sect_01_01_1937|titre_du_syndicat_modifie_1|titre_du_syndicat_modifie₂|titre_du_syndicat_originel|type_syndicat_1|type_syndicat2|zone_couverte_origine|nature_du_syndicat|titre_du_syndicat_copie|archivage|lieu_conservation_registre_copie|divers|notes|activite|activite_insee_49_00_000|cas_douteux|fichier_complement|present_theorique_01_01_1946
|s.i.|01|01|Hôtel de Ville||1936|||||||||||||Thizy|||05/11/1936|05/11/1936||69||-1936||1936 : 65|||||Préfecture||999|69610|||1434|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Comité d'action artisanale de Thizy et ses environs|artisan|Fédération/Union (dpt. région)|commune (zones limitrophes)|||||||||||
|Commerce|81|7|"26 place Tolozan (1936)
11 rue Sainte-Catherine (1937)"||1936|||||||||||||Lyon|||06/11/1936|26/11/1936||69|Oui|-1936|50||||||Préfecture||1001|69611||"Fonctionne encore en 1956. 
Semble avoir disparu en 1979"|1435|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|Syndicat de comptables diplômés et de techniciens de la comptabilité||Syndicat des comptables diplômés ||syndicat professionnel|commune (zones limitrophes)|||||||||Non||
Sidérurgie, Métallurgie / BTP / Bois|Industrie|19 - 33 - 53|4K - 4Q - 4J|26 place Tolozan|Union des chambres syndicales lyonnaises|1936|1937||||||||||||Lyon|||17/07/1936|23/07/1936|10/12/1937|69||1||||||AD|AD||1002|69612|| fiche signal 1936 (7/11/1936) : création après les accords Matignon et les grèves et occupations d'usine de juin 1936, pour la défense des intérêts corporatifs|1436|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Syndicat des entrepreneurs treillageurs de Lyon et la région ||syndicat professionnel|commune (zones limitrophes)|||||activité diffère selon la matière utilisée||||||
Textile|Industrie|47|4F|Hôtel de Ville||1936|||||||||||||Thizy|||23/08/1936|14/12/1936||69||-1936||1936 : 131||||AD|Préfecture||1004|69613|||1437|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Syndicat des tisseurs à domicile de l'industrie textile de la région de Thizy||syndicat professionnel|commune (zones limitrophes)|||||||||||
|Transports|62|5B|3 rue ch. du Goulet (1936)||1936|||||||||||||Lyon|||28/08/1936|11/09/1936||69||-1936||1936 : 15||||Préfecture|Préfecture||1010|69614|||1438|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Syndicat professionnel départemental de l'industrie routière du Rhône||syndicat professionnel|département|||||||||||
|Commerce|72|6B|26 place Tolozan||1936|||||||||||||Lyon|||06/10/1936|24/11/1936||69||-1936||1936 : 28||||Préfecture|Préfecture||1014|69615|||1439|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Syndicat des laitiers ambulants à clientèle fixe de la région lyonnaise||syndicat professionnel|commune (zones limitrophes)|||||||||||
|Transports|62 |5B|5 rue Centrale||1936|||||||||||||Lyon|||27/10/1936|12/11/1936||69||-1936||1936 : 26 maisons||||AD|Préfecture||1022|69616|||1440|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Syndicat lyonnais des commissionnaires de transports (services rapides),  groupeurs fer et route, agents en douane et agents maritimes||syndicat professionnel|commune (zones limitrophes)|||||||||||
Textile|Industrie|47|4F|12 rue Mulet (1936)||1936|1939||||||||||||Lyon|||28/12/1936|29/12/1936||69||3||1936 : 30||||AD|Préfecture||1027|69617||Aucune activité depuis sa formation.|1441|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Syndicat professionnel français des maîtres tisseurs en ateliers familiaux du département du Rhône||syndicat professionnel|département|||||||||||
Agroalimentaire|Commerce|69|6A|37 rue de la République (1936)||1936||||||||||||oui|Lyon|||22/10/1936|20/11/1936||69||-1936||1936 : 38|||||Préfecture||1030|69618|||1442|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Syndicat des fabricants en gros de salaisons, conserves, saucissons et charcuterie de Lyon et région lyonnaise||syndicat professionnel|commune (zones limitrophes)|||||||||||
|Autres services|91|7|4 rue Président Carnot||1936|||||||||||||Lyon|||21/10/1936|30/12/1936||69||-1936||1936 : 65|||||Préfecture||1031|69619|||1443|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Syndicat professionnel régional des maisons de santé, cliniques et sanatoria du Sud-Est||syndicat professionnel|inter départements|||||||||||
|Commerce|72|6B|2 rue de l'Egalité||1936|||||||||||||Givors|||01/02/1936|01/02/1936||69||-1936||1936 : 32|||||Préfecture||1036|69620|||1444|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Syndicat des producteurs alimentant les marchés de Givors||syndicat professionnel|commune (zones limitrophes)|||||||||||
Confection|Industrie|49|4G|37 rue de la République ||1936|||||||||||||Lyon|||01/12/1936|16/12/1936||69||-1936||1936 : 8|||||Préfecture||1041|69621|||1445|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Syndicat lyonnais des fabricants de formes pour chapellerie||syndicat professionnel|commune (zones limitrophes)|||||||||||
|Transports|62|5B|37 rue de la République||1936|||||||||||||Lyon|||21/12/1936|31/12/1936||69||-1936||1936 : 629||||AD|||1043|69622||"Existe encore en 1967
Semble avoir disparu en 1979

FS création : 
L'Union comprend les syndicats suivants :
Syndicat des entrepreneurs et transporteurs automobiles ville de Lyon et région lyonnaise, 26 place Tolozan Lyon (437)
Union syndicale des entrepreneurs de transports de Lyon et région, 46 rue de l'Hôtel de ville Lyon (175)
Syndicat lyonnais des commissionnaires de transports (services rapides, groupeurs fer et route, agents en douanes et agents martitimes), 5 rue Centrale Lyon (17)

Est venu s'ajouté en juin 1937 le syndicat des entrepreneurs de déménagements de Lyoln (13 membres)

objet : “La constitution de l'union corporative des transports répond au besoin constaté par les divers syndicats patronaux de transports de Lyon et de la région de prendre en commun des mesures visant à l'organisation générale de la profession afin d'uen part d'assurer à la clientèle la meilleure satisfaction de ses besoins d'autre part d'éviter les concurrences désordonnées susceptibles de nuire à l'intérêt public et, enfin de mettre les exploitations en harmonie avec les conditions économiques et sociales”."|1446|||||||Non|non|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Union corporative des transports de Lyon et de la région lyonnaise||syndicat professionnel|commune (zones limitrophes)|||||||||||
|Autres services|89|8A|31 rue Tête d'Or||1936|||||||||||||Lyon|||23/11/1936|13/01/1937||69|Oui|-1936|150||||||Préfecture||1053|69623||"Encore actif en 1955
Ne donne plus signe d'activité en 1967, ni en 1979."|1447|||||||Non|non|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|Chambre syndicale artisanale des détacheurs-apprêteurs en teinture dégraissage des départements Rhône, Ain, Isère et Loire (1952).||Syndicat des magasins de teinture dégraissage de Lyon et banlieue||syndicat professionnel|commune (zones limitrophes)|||||||||||
Construc. méca., trans. de l'acier|Industrie|29|4L|||1936|||||||||||||Lyon|||24/12/1936|18/01/1937||69||-1936|||||||Préfecture||1055|69624|||1448|||||||Non|non|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|Chambre professionnelle des prothésistes dentaires de Lyon et de la région||Chambre syndicale patronale des laboratoires de prothèse dentaire de Lyon et de la région||syndicat professionnel|commune (zones limitrophes)|||||||||||
BTP|Industrie|33|4Q|||1936|1938||||||||||||Vaugneray|||24/06/1936|28/01/1937|6/10/1938|69|Oui|2|60|||||AD|Préfecture||1071|69625|||1449|||||||Non|non|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Syndicat patronal régional du bâtiment de Vaugneray||syndicat professionnel|commune (zones limitrophes)|||||||||||
|Industrie|01|01|||1936|1949||||||||||||Givors|||04/11/1936|10/11/1936||69|Oui|13||1936 : 137|||||Préfecture||1073|69626||"Union comprenant à sa fondation (entre parenthèses nombre de membres) : 
Chambre syndicale des maîtres artisans du bâtiment (82)
Maréchaux ferrands et forgerons (7)
Cordonniers (8)
coiffeurs et coiffeuses (4)
Chapeliers et modistes (2)
Confection (2)
Cordier (1)
Imprimeurs (3)
Articles de Paris (2)
Bourreliers (1)
Layetiers (1)
Teinturiers (1)
Tailleurs (6)
Mécaniciens autos et cycles (6)
Horlogers (1)
Charrons (2)
Tonneliers (2)

“Le Comité d'Action Artisanale Interprofessionnel de Givors et des environs a pris naissance sous la poussée de la Chambre syndicale des maîtres artisans du bâtiment. Les collègues des profession autres que celles du bâtiment nous ayant demandés des renseignements sur certaines lois artisanales, les artisans syndiqués du bâtiment, on cru bon d'aiguiller leurs collègues  vers la formation d'un Comité d'Action qui grouperait pour le canton de Givors toutes les professions artisanales et qui par la suite les organiserait en syndicats professionnels. Ce comité commença à prendre jour le mercredi 21 octobre 1936 en une réunion à la salle de la justice de Paix à Givors. Le dimanche 1er novembre une autre réunion groupait environ  90 artisans et le mercredi suivant ces mêmes artisans nommaient à bulletins secrets leur bureau. 
Le Comité d'Action envoie ses délégués à l'Union départementale à Lyon et est affilié à C.G.A.F. (Confédération Générale de l'Artisanat Français à Paris) ou chacun de ses membres est inscrit à la Fédération Nationale de sa profession. La tâche de ce Comité étant la formation de syndicats professionnels, lorsque ceux-ci seront constitués, le comité dédera la place à l'Union cantonale des syndicats d'artisans et d'artisans maîtres. Il éduquera ses membres sur leurs devoirs et droits sociaux dans la grande famille artisanale classe sociale qui s'affirme de jour en jour.”

1949 dissolution, ne fonctionne plus"|1450|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Comité d'action artisanale interprofessionnel de Givors et de ses environs|artisan|Fédération/Union (dpt. région)|commune (zones limitrophes)|||||||||||
BTP|Industrie|33|4Q|19 rue de Belfort (1936)||1936|||||||||||||Givors|||01/11/1936|10/11/1936||69||-1936||1936 : ?|||||Préfecture||1074|69627|||1451|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Chambre syndicale des maîtres artisans du bâtiment de Givors et région|artisan|syndicat professionnel|commune (zones limitrophes)|||||||||||
Agroalimentaire|Commerce|69|6A|rue de Thizy (1936)||1936|||||||||||||Amplepuis|||01/11/1936|17/11/1936||69||-1936||1936 : 12|||||Préfecture||1076|69628|||1452|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Syndicat des bouchers et charcutiers d'Amplepuis||syndicat professionnel|commune (zones limitrophes)|||||||||||
BTP|Industrie|34|4Q|||1936|||||||||||||Lyon|||23/12/1936|28/01/1937||69||-1936|||||||Préfecture||1086|69629|||1453|||||||Non|non|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Syndicat patronal de l'industrie des dragages Rhône et Saône||syndicat professionnel|département|||||||||||
Bois|Industrie|53|4J|||1936|||||||||||||Lyon|||28/12/1936|08/02/1937||69||-1936|||||||Préfecture||1088|69630|||1454|||||||Non|non|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Chambre syndicale des fabricants en gros de couvre-pieds de Lyon et de la région||syndicat professionnel|commune (zones limitrophes)|||||||||||
Confection|Industrie|49|4G|26 place Tolozan (1936)||1936|||||||||||||Lyon|||18/06/1936|29/06/1936||69||-1936||1936 : 100 ( 80 f)||||AD|Préfecture||1092|69631|||1455|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|Chambre régionale lyonnaise de la mode||Chambre syndicale des modistes artisanes de Lyon et de la région|artisan|syndicat professionnel|commune (zones limitrophes)|||||||||||
BTP|Industrie|33|4Q|||1936|1941||||||||||||Lyon|||30/12/1936|28/01/1937|30/8/1941|69|Oui|5|7||||||Préfecture||1094|69632|||1456|||||||Non|non|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Syndicat des installateurs électriciens maître artisans du Rhône|artisan|syndicat professionnel|département|||||||||||
Imprimerie, presse|Industrie|55|4E|||1936|||||||||||||Lyon|||31/10/1936|03/03/1936||69||-1936|||||||Préfecture||1096|69633||Union patronale|1457|||||||Non|non|||||||||||Non|Non|Non|Non|Non|Non|non|Non|Chambre syndicale des photograveurs de Province, région Centre Sud-Est|Chambre syndicale Rhône-Alpes des industries graphiques de reproduction|Union des syndicats des photograveurs de Province||Fédération/Union (dpt. région)|commune (zones limitrophes)|||||||||||
|Industrie|01|01|4 rue de la Barre||1936|||||||||||||Lyon|||06/11/1936|16/11/1936||69||-1936||1936 : 470||Oui||AD|Préfecture||1098|69634||"Union patrons
Fusion avec 1621"|1458|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Union départementale des syndicats des maîtres artisans du département du Rhône|artisan|Fédération/Union (dpt. région)|département|||||1621 : Union départementale des syndicats des maîtres artisans du Rhône. Siège : Lyon ; création : 25/7/1945 ; déclaration : 25/9/1945||||||
Construc. méca., trans. de l'acier / Bois|Industrie|23 - 53|4L - 4J|36 rue molière||1936|||||||||||||Lyon|||18/12/1936|26/01/1937||69|Oui|-1936|||||||Préfecture||1099|69635||“dissolution dès après la Libération” en fait modification des statuts signalée en mars1946 (cf dossier dans 10MpF84)|1459|||||||Non|non|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|Syndicat régional du Sud-Est des fabricants de fermetures métalliques et volets roulants||Syndicat régional du Sud-Est des fabricants de fermetures métalliques et stores bois||syndicat professionnel|inter départements|||||||||||
|Commerce|81|7|Palais du  Commerce||1936|||||||||||||Lyon|||22/12/1936|07/05/1937||69||-1936|45||||||||1142|69636||"Encore active en 1954
Dossier clos en 1979.
Objet : “maintenir parmi les membres, par une discipline sévèrement appliquée et librement acceptée le respect des  principes d'honorabilité, de dignité, et d'indépendance qu'impose la pratique de la profession (...)
De faciliter la préparation technique des stagiaires ayant subi avec succès l'examen préliminaire du Brevet d'Expert-Comptable conféré par l'Etat (décret du 22 mai 1927)"|1460|||||||Non|non|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Compagnie nationale des experts comptables brevetés par l'Etat de Lyon et du XIIIe groupement économique régional||syndicat professionnel|inter départements|||||||||||
|Commerce|73|6A|26 place Tolozan (1937)||1936|1941||||||||||||Lyon|||20/11/1936|17/07/1937|19/4/1941|69|Oui|5||1937 : 207|||||Préfecture||1177|69637|||1461|||||||Non|non|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Chambre syndicale départementale du commerce des charbons au détail du département du Rhône||syndicat professionnel|département|||||||||||
BTP|Industrie|33|4Q|Hôtel des sports||1936|1949||||||||||||Mornant|||13/07/1936|26/12/1936||69|Oui|13|32||||||Préfecture||1277|69638||Dissolution 1949|1462|||||||Non|non|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Syndicat patronal du bâtiment du canton de Mornant||syndicat professionnel|canton (zones limitrophes)|||||||||||
Confection|Industrie|49|4G|Mairie||1936|||||||||||||Grandis|||20/07/1936|||69||-1936||1936 : 7|||||||846|69639|||1463|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Syndicat patronal des confectionneurs de Grandis, Allières et la région||syndicat professionnel|commune (zones limitrophes)|||||||||||
|Commerce|73|6A|4 rue Président Carnot||1936|||||||||||||Lyon|||02/04/1936|||69||-1936||1936 : 39||||AD|||850|69640|||1464|||||||Non|oui|||||||||||Non|Non|Non|Non|Non|Non|non|Oui|||Syndicat des négociants détaillants en carburants et huiles de Lyon et la région||syndicat professionnel|commune (zones limitrophes)|||||||||||
Agroalimentaire|Industrie|45|4B|6 place Bellecour (1936)||1936|||||||||||||Lyon|||27/08/1936|25/11/1936||69||-1936||1936 : 5||||AD|Préfecture||1034|69641||"Porte aussi le numéro 1065
siège transféré à Marseille (quand ?)"|1465||||||||oui|||||||||||Non|Non|Non|Non|Non|Non|non|Non|||Syndicat des fabricants de moutarde et condiment de la région du Sud-Est||syndicat professionnel|inter départements|||||||||||
BTP|Industrie|33|4Q|||1937|1949||||||||||||Oullins|||01/03/1937|01/03/1937||69|Oui|12|6||||||Préfecture||1082|69642||"fonctionne encore en 1941
Dissous en 1949, dép min du 27/4/1949"|1466|||||||Non|non|||||||||||Non|Non|Non|Non|Non|Non|non|Non|||Groupement amical des entrepreneurs du bâtiment du canton de Saint-Genis-Laval||syndicat professionnel|canton (zones limitrophes)|||||||||||
Agroalimentaire|Industrie|44 / 45|4B|||1937|||||||||||||Lyon|||10/02/1937|28/02/1937||69||-1937|||||||Préfecture||1087|69643|||1467|||||||Non|non|||||||||||Non|Non|Non|Non|Non|Non|non|Non|||chambre syndicale des fabricants de confiture, confiserie conserves diverses fruits et légumes de Lyon et région||syndicat professionnel|commune (zones limitrophes)|||||||||||
Bois|Industrie|59|4J|26 place Tolozan||1937|||||||||||||Lyon|||15/02/1937|08/03/1937||69||-1937|36||||||Préfecture||1093|69644||Transféré à Montréal (Ain) (lettre de la mairie de Lyon en 1950)|1468|||||||Non|non|||||||||||Non|Non|Non|Non|Non|Non|non|Non|||Chambre syndicale patronale des tourneurs sur bois, corne et os et matières plastiques du Sud-Est||syndicat professionnel|inter départements|||||||||||
Agroalimentaire|Commerce|69|6A|||1937|1949||||||||||||Mornant|||01/02/1937|01/02/1937||69||12|13||||||Préfecture||1101|69645||dissolution prononcée en 1949|1469|||||||Non|non|||||||||||Non|Non|Non|Non|Non|Non|non|Non|||Syndicat des détaillants de lait de Mornant||syndicat professionnel|commune (zones limitrophes)|||||||||||
Construc. méca., trans. de l'acier|Industrie|29|4L|||1937|||||||||||||Lyon|||15/02/1937|13/03/1937||69||-1937|||||||Préfecture||1113|69646|||1470|||||||Non|non|||||||||||Non|Non|Non|Non|Non|Non|non|Non|||Syndicat des horlogers artisans maîtres du Rhône|artisan|syndicat professionnel|département|||||||||||
|Industrie|01|01|||1937|1938||||||||||||Lyon|||02/03/1937|08/04/1937|1/4/1938|69|Oui|1|100||||||Préfecture||1121|69647|||1471|||||||Non|non|||||||||||Non|Non|Non|Non|Non|Non|Non|Non|||Comité d'action artisanale de Lyon et du Rhône|artisan|Fédération/Union (dpt. région)|département|||||||||||
|Commerce|75|6A|passage Ménestrier||1937|1954||||||||||||Lyon|||22/03/1937|09/04/1937|9/6/1954|69|Oui|17|14|||||AD|Préfecture||1122|69648|||1472|||||||Non|non|||||||||||Non|Non|Non|Non|Non|Non|Non|Non|||Syndicat des négociants en linoleums de Lyon et de la région||syndicat professionnel|commune (zones limitrophes)|||||||||||
BTP|Industrie|33|4Q|||1937|||||||||||||Lyon|||20/03/1937|16/04/1937||69||-1937|||||||Préfecture||1127|69649||"Union patronale
N'a jamais fonctionné
Avait aussi été enregistrée aussi sous le n° 1170"|1473|||||||Non|non|||||||||||Non|Non|Non|Non|Non|Non|Non|Non|||Conseil général des syndicats d'artisans du bâtiment de la Fédération des artisans du Sud-Est|artisan|Fédération/Union (dpt. région)|inter départements|||||||||||
